date,amount,category,description
2026-01-28,0.99,Media & Streaming,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to a client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Media & Streaming,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after a work event (likely reimbursable),,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich,,
2026-01-12,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich,,
2025-12-31,25.99,Media & Streaming,Movie ticket,,
2025-12-31,60.0,Transit & Fuel,Gas (fuel),,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber ride to the airport,,
2026-01-23,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & Tech,Headphones purchase,,
2026-01-28,35000.0,Transit & Fuel,Bought a car,,
2026-01-28,0.99,Electronics & Tech,App purchase,,
2026-01-28,200.0,Health & Fitness,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de una laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas purchase,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Media & Streaming,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after work event,,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich purchase,,
2026-01-12,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich purchase,,
2026-01-31,25.99,Media & Streaming,Movie ticket,,
2026-01-30,60.0,Transit & Fuel,Gas purchase on last business day of last month,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber to the airport,,
2026-01-24,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass purchase,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2026-01-31,79.99,Electronics & Tech,Headphones purchase,,
2026-01-28,35000.0,Transit & Fuel,Car purchase,,
2026-01-28,0.99,Electronics & Tech,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas purchase,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Media & Streaming,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after work event,,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich purchase,,
2026-01-12,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich purchase,,
2026-01-31,25.99,Media & Streaming,Movie ticket,,
2026-01-30,60.0,Transit & Fuel,Gas purchase on the last business day of last month,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber to the airport,,
2026-01-24,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2026-01-31,79.99,Electronics & Tech,Headphones purchase,,
2026-01-28,0.99,Electronics & Tech,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Arts & Hobbies,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Media & Streaming,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after work event,,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich purchase,,
2026-01-12,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich purchase,,
2026-01-31,25.99,Media & Streaming,Movie ticket,,
2026-01-30,60.0,Transit & Fuel,Gas purchase on the last business day of last month,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber to the airport,,
2026-01-24,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass purchase,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2026-01-31,79.99,Electronics & Tech,Headphones purchase,,
2026-01-28,35000.0,Transit & Fuel,Car purchase,,
2026-01-28,0.99,Apparel & Beauty,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas purchase,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes purchase,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to a client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Media & Streaming,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after a work event,,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich purchase,,
2026-01-12,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich purchase,,
2026-01-31,25.99,Media & Streaming,Movie ticket,,
2026-01-30,60.0,Transit & Fuel,Gas purchase on the last business day of last month,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber ride to the airport,,
2026-01-23,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2026-01-31,79.99,Electronics & Tech,Headphones purchase,,
2026-01-28,35000.0,Transit & Fuel,Car purchase,,
2026-01-28,0.99,Electronics & Tech,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas purchase,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Media & streaming,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with family,,
2026-01-29,14.0,Food & drink,Lunch after work event,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-12,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Sandwich,,
2026-01-29,25.99,Arts and hobbies,Movie ticket,,
2026-01-29,60.0,Transit and Fuel,Gas purchase,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber ride to the airport,,
2026-01-24,18.0,Arts and hobbies,Movie ticket,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2026-01-29,79.99,Electronics & tech,Headphones purchase,,
2026-01-29,35000.0,Transit and Fuel,Car purchase,,
2026-01-29,0.99,Electronics & tech,App purchase,,
2026-01-29,200.0,Apparel and Beauty,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Compra de una laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas payment,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Arts and hobbies,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with family,,
2026-01-29,14.0,Food & drink,"Lunch after work event, unsure if reimbursable",,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich purchase,,
2026-01-12,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Sandwich purchase,,
2026-01-31,25.99,Media & streaming,Movie ticket,,
2026-01-29,60.0,Transit and Fuel,Gas purchase on the last business day of last month,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-24,18.0,Arts and hobbies,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2026-01-29,79.99,Electronics & tech,Headphones purchase,,
2026-01-29,35000.0,Transit and Fuel,Car purchase,,
2026-01-29,0.99,Apparel and Beauty,App purchase,,
2026-01-29,200.0,Apparel and Beauty,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Compra de laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Arts and hobbies,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with family,,
2026-01-29,14.0,Food & drink,Lunch after a work event,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich purchase,,
2026-01-12,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Sandwich purchase,,
2026-01-31,25.99,Media & streaming,Movie ticket,,
2026-01-29,60.0,Transit and Fuel,Gas purchase on last business day of last month,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-24,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass purchase,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2026-01-31,79.99,Electronics & tech,Bought headphones,,
2026-01-29,35000.0,Transit and Fuel,Car purchase,,
2026-01-29,0.99,Apparel and Beauty,App purchase,,
2026-01-29,200.0,Apparel and Beauty,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Compra de laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas payment,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Media & streaming,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with family,,
2026-01-29,14.0,Food & drink,Lunch after work event,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich purchase,,
2026-01-12,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Sandwich purchased on the first Monday of January 2026,,
2026-01-31,25.99,Media & streaming,Movie ticket,,
2026-01-29,60.0,Transit and Fuel,Gas purchase on the last business day of last month,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber ride to the airport,,
2026-01-23,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass purchase,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2026-01-29,79.99,Electronics & tech,Headphones purchase,,
2026-01-29,35000.0,Transit and Fuel,Purchase of a car,,
2026-01-29,0.99,Electronics & tech,App purchase,,
2026-01-29,200.0,Apparel and Beauty,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Compra de una laptop,,
2026-01-29,12.5,Food & drink,Sandwich purchase,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,Bought new shoes,,
2026-01-29,1200.0,Electronics & tech,Purchased a laptop for 1200 bucks.,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting.,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Media & streaming,Movie ticket for $22 bought with friends.,,
2026-01-29,48.0,Food & drink,Dinner with family,,
2026-01-29,14.0,Food & drink,Lunch after a work event - likely reimbursable expense.,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends.,,
2026-01-26,12.5,Food & drink,Sandwich purchased on Monday,,
2026-01-20,8.75,Food & drink,Spent on coffee two Mondays ago.,,
2026-01-05,12.5,Food & drink,Bought a sandwich,,
2025-12-31,25.99,Arts and hobbies,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas payment on the last business day of last month (business expense).,,
2026-01-28,4.5,Food & drink,Coffee purchase,,
2026-01-27,38.0,Transit and Fuel,Uber to airport,,
2026-01-23,18.0,Arts and hobbies,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass purchase.,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Bought headphones on the last day of last month,,
2026-01-29,35000.0,Misc,Bought a car for 35000 USD,,
2026-01-29,0.99,Electronics & tech,Paid $0.99 for an app.,,
2026-01-29,200.0,Health & Fitness,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Ayer compré una laptop.,,
2026-01-29,12.5,Food & drink,Bought a sandwich,,
2026-01-30,45.0,Transit and Fuel,Paid for gas,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,Bought new shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Arts and hobbies,Movie ticket bought with friends,,
2026-01-29,48.0,Food & drink,Dinner with family,,
2026-01-29,14.0,Food & drink,Bought lunch after a work event (business expense; likely reimbursable).,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends.,,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-19,8.75,Food & drink,coffee,,
2026-01-05,12.5,Food & drink,Bought a sandwich on the first Monday of the month.,,
2025-12-31,25.99,Arts and hobbies,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Paid $60 for gas on the last business day of last month for business purposes.,,
2026-01-28,4.5,Food & drink,Coffee expense,,
2026-01-27,38.0,Transit and Fuel,Uber ride to the airport,,
2026-01-23,18.0,Arts and hobbies,Movie ticket purchased last Friday,,
2026-02-01,20.0,Transit and Fuel,bus pass purchase,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Bought headphones,,
2026-01-29,35000.0,Misc,Bought a car for 35000 USD.,,
2026-01-29,0.99,Fees & services,Paid $0.99 for an app,,
2026-01-29,200.0,Health & Fitness,Spa treatment,,
2026-01-29,50.0,Food & drink,dinner,,
2026-01-29,1200.0,Electronics & tech,Ayer compré una laptop,,
2026-01-29,12.5,Food & drink,Bought a sandwich,,
2026-01-29,12.5,Food & drink,sandwich,,
2026-01-30,45.0,Transit and Fuel,gas,,
2026-01-15,25.99,Arts and hobbies,movie ticket,,
2026-01-20,125.0,Apparel and Beauty,new shoes,,
2026-01-29,1200.0,Electronics & tech,Purchased a laptop.,,
2026-01-29,18.0,Transit and Fuel,Taxi for client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer.,,
2026-01-29,22.0,Arts and hobbies,Movie ticket bought with friends,,
2026-01-29,48.0,Food & drink,Dinner with my family,,
2026-01-29,14.0,Food & drink,Lunch bought after a work event. Unsure if reimbursable.,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends.,,
2026-01-26,12.5,Food & drink,Sandwich purchased on the Monday before this one,,
2026-01-19,8.75,Food & drink,coffee,,
2026-01-05,12.5,Food & drink,Bought a sandwich,,
2025-12-31,25.99,Arts and hobbies,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Business gas expense paid on the last business day of last month.,,
2026-01-28,4.5,Food & drink,coffee,,
2026-01-27,38.0,Transit and Fuel,Uber ride to the airport,,
2026-01-23,18.0,Arts and hobbies,Movie ticket expense from last Friday,,
2026-02-01,20.0,Transit and Fuel,Bus pass purchase,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Bought headphones,,
2026-01-29,35000.0,Misc,Bought a car,,
2026-01-29,0.99,Media & streaming,Paid $0.99 for an app,,
2026-01-29,200.0,Health & Fitness,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner expense,,
2026-01-29,1200.0,Electronics & tech,Ayer compré una laptop por 1200 dólares.,,
2026-01-29,12.5,Food & drink,Bought a sandwich,,
2026-01-30,45.0,Transit and Fuel,gas,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,Bought new shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Arts and hobbies,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with my family.,,
2026-01-29,14.0,Food & drink,Lunch after a work event,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-19,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Bought a sandwich on the first Monday of this month.,,
2025-12-31,25.99,Arts and hobbies,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Paid $60 for gas on the last business day of last month (business expense).,,
2026-01-28,4.5,Food & drink,coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-23,18.0,Arts and hobbies,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass purchase (day after tomorrow),,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Bought headphones,,
2026-01-29,35000.0,Misc,Bought a car.,,
2026-01-29,0.99,Media & streaming,Paid $0.99 for an app.,,
2026-01-29,200.0,Health & Fitness,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Ayer compré una laptop por 1200 dólares.,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas expense,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,Bought new shoes,,
2026-01-29,1200.0,Electronics & tech,Purchased a laptop,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Arts and hobbies,Bought a movie ticket with friends.,,
2026-01-29,48.0,Food & drink,Dinner with my family.,,
2026-01-29,14.0,Food & drink,Lunch purchased after a work event; may be reimbursable.,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends.,,
2026-01-26,12.5,Food & drink,Bought a sandwich,,
2026-01-19,8.75,Food & drink,Coffee purchase,,
2026-01-05,12.5,Food & drink,Bought a sandwich on the first Monday of the month.,,
2025-12-31,25.99,Arts and hobbies,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas paid on the last business day of last month.,,
2026-01-28,4.5,Food & drink,coffee,,
2026-01-27,38.0,Transit and Fuel,Uber ride to the airport,,
2026-01-24,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Bought headphones,,
2026-01-29,35000.0,Misc,Bought a car for 35000 USD,,
2026-01-29,0.99,Fees & services,Paid $0.99 for an app,,
2026-01-29,200.0,Health & Fitness,Spent $200 on a spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Ayer compré una laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Media & streaming,movie ticket,,
2026-01-20,125.0,Apparel and Beauty,Bought new shoes,,
2026-01-29,1200.0,Electronics & tech,Purchased a laptop,,
2026-01-29,18.0,Transit and Fuel,Taxi for a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Media & streaming,Movie ticket bought with friends,,
2026-01-29,12.5,Food & drink,Bought a sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,Bought new shoes,,
2026-01-29,1200.0,Electronics & tech,Purchased a laptop,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Arts and hobbies,Movie ticket bought with friends,,
2026-01-29,48.0,Food & drink,Dinner with family,,
2026-01-29,14.0,Food & drink,"Lunch purchase after a work event. Likely reimbursable, but unsure.",,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends.,,
2026-01-26,12.5,Food & drink,Sandwich,,
2026-01-19,8.75,Food & drink,coffee,,
2026-01-05,12.5,Food & drink,Bought a sandwich on the first Monday of this month,,
2025-12-31,25.99,Arts and hobbies,movie ticket,,
2025-12-31,60.0,Transit and Fuel,Paid $60 for gas on the last business day of last month.,,
2026-01-28,4.5,Food & drink,coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to airport,,
2026-01-23,18.0,Arts and hobbies,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Bought headphones,,
2026-01-29,35000.0,Misc,Bought a car,,
2026-01-29,0.99,Media & streaming,Paid for an app.,,
2026-01-29,200.0,Health & Fitness,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner expense,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,12.5,Food & drink,Bought a sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,Bought new shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Media & streaming,Movie ticket purchase with friends,,
2026-01-29,48.0,Food & drink,Dinner with family,,
2026-01-29,14.0,Food & drink,Lunch purchased after a work event. Likely reimbursable.,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends.,,
2026-01-19,12.5,Food & drink,Bought a sandwich,,
2026-01-19,8.75,Food & drink,coffee,,
2026-01-05,12.5,Food & drink,Bought a sandwich on the first Monday of January 2026,,
2025-12-31,25.99,Arts and hobbies,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Paid $60 for gas on the last business day of last month.,,
2026-01-28,4.5,Food & drink,coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-23,18.0,Arts and hobbies,Movie ticket purchased last Friday,,
2026-02-01,20.0,Transit and Fuel,Bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Bought headphones,,
2026-01-29,35000.0,Misc,Bought a car,,
2026-01-29,0.99,Fees & services,Paid $0.99 for an app,,
2026-01-29,200.0,Apparel and Beauty,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner expense,,
2026-01-29,1200.0,Electronics & tech,Compré una laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Paid $45 for gas,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,Bought new shoes.,,
2026-01-29,1200.0,Electronics & tech,Purchased a laptop.,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Media & streaming,Bought a movie ticket with friends.,,
2026-01-29,48.0,Food & drink,Dinner with my family,,
2026-01-29,14.0,Food & drink,Lunch bought after a work event. Unsure if reimbursable.,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends.,,
2026-01-26,12.5,Food & drink,Sandwich bought on Monday before this one,,
2026-01-19,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Sandwich purchased on the first Monday of January 2026,,
2025-12-31,25.99,Arts and hobbies,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas expense on the last business day of last month (December 2025).,,
2026-01-28,4.5,Food & drink,coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-24,18.0,Arts and hobbies,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass purchase,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Bought headphones.,,
2026-01-29,35000.0,Misc,Bought a car for 35000 USD.,,
2026-01-29,0.99,Fees & services,Paid for an app,,
2026-01-29,200.0,Health & Fitness,spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Ayer compré una laptop por 1200 dólares.,,
